58.40;23.85;55.20;76.15;55.20
58.50;27.65;57.04;72.35;57.04
58.60;31.45;54.56;68.55;54.56
58.70;35.25;57.25;64.75;57.25
58.80;31.50;62.13;68.50;62.13
58.90;27.75;61.86;72.25;61.86
59.00;24.00;66.98;76.00;66.98
59.10;20.25;64.66;79.75;64.66
59.20;24.25;67.10;75.75;67.10
59.30;28.25;65.16;71.75;65.16
59.40;32.25;67.37;67.75;67.37
59.50;36.25;64.43;63.75;64.43
59.60;40.25;62.16;59.75;62.16
59.70;45.75;56.75;54.25;56.75
59.80;51.25;56.78;48.75;56.78
59.90;56.75;52.27;43.25;52.27
60.00;62.25;48.18;37.75;48.18
60.10;58.65;48.22;41.35;48.22
60.20;55.05;42.22;44.95;42.22
60.30;51.45;47.56;48.55;47.56
60.40;47.85;41.25;52.15;41.25
60.50;44.25;40.66;55.75;40.66
60.60;40.50;46.83;59.50;46.83
60.70;36.75;52.81;63.25;52.81
60.80;33.00;53.11;67.00;53.11
60.90;29.25;57.82;70.75;57.82
61.00;32.45;57.24;67.55;57.24
61.10;35.65;59.32;64.35;59.32
61.20;38.85;61.67;61.15;61.67
61.30;42.05;61.93;57.95;61.93
61.40;45.25;61.33;54.75;61.33
61.50;49.50;62.12;50.50;62.12
61.60;53.75;63.25;46.25;63.25
61.70;58.00;64.22;42.00;64.22
61.80;62.25;58.66;37.75;58.66
61.90;66.50;63.21;33.50;63.21
62.00;70.75;63.58;29.25;63.58
62.10;75.00;60.53;25.00;60.53
62.20;79.25;65.86;20.75;65.86
62.30;75.50;64.22;24.50;64.22
62.40;71.75;60.63;28.25;60.63
62.50;68.00;63.17;32.00;63.17
62.60;64.25;64.93;35.75;64.93
62.70;68.05;69.18;31.95;69.18
62.80;71.85;73.95;28.15;73.95
62.90;75.65;73.71;24.35;73.71
63.00;79.45;77.95;20.55;77.95
63.10;83.25;81.07;16.75;81.07
63.20;79.45;76.67;20.55;76.67
63.30;75.65;80.76;24.35;80.76
63.40;71.85;82.28;28.15;82.28
